Title,Price sale,Price origin,CPU,Ram,Storage,Operating system,Brand,Screen size
Laptop MSI Gaming GF63 12VE-460VN,21490000.0,22490000.0,I5,16.0,512.0,Windows 11,MSI,15.0
Laptop ASUS TUF Gaming F15 FX507VV-LP181W,31990000.0,36990000.0,i7,32.0,512.0,Windows 11,ASUS,15.6
Laptop ASUS TUF Gaming F15 FX507VV-LP157W,29990000.0,33990000.0,i7,16.0,512.0,Windows 11,ASUS,15.6
Laptop ASUS VivoBook 15 OLED A1505VA-L1491W,19990000.0,22990000.0,i7,16.0,512.0,Windows 11,ASUS,15.6
Laptop ASUS VivoBook 14 OLED A1405VA-KM257W,17190000.0,20990000.0,I5,16.0,512.0,Windows 11,ASUS,14.0
Laptop Dell Inspiron 5440 N4I5211W1,24290000.0,24290000.0,i5,16.0,512.0,Windows 11,Dell,14.0
Laptop Dell Inspiron 5440 N4I7204W1,25990000.0,25990000.0,i7,16.0,512.0,Windows 11,Dell,14.0
Laptop HP ProBook 450 G10 9H8V8PT,21990000.0,23590000.0,i5,16.0,512.0,Windows 11,HP,15.6
Laptop Acer Swift Go AI 2024 Gen 2 SFG14-73-53X7,23490000.0,23990000.0,Core Ultra 5,16.0,512.0,Windows 11,Acer,14.0
Laptop HP 15s-fq5160TU 7C0S1PA,15990000.0,16990000.0,i5,16.0,512.0,Windows 11,HP,15.6
Laptop Acer Swift Go AI 2024 Gen 2 SFG14-73-71ZX,26990000.0,27990000.0,Core Ultra 7,16.0,512.0,Windows 11,Acer,14.0
Laptop Dell Inspiron 5430 N5430-I5P165W11SL2050,26490000.0,26490000.0,i5,16.0,512.0,Windows 11,Dell,14.0
Laptop Lenovo ThinkPad E14 G5 21JK007XVN,24990000.0,24990000.0,i7,16.0,512.0,Windows 11,Lenovo,14.0
Laptop HP ProBook 450 G10 9H1N5PT,19490000.0,22590000.0,i5,16.0,512.0,Windows 11,HP,15.6
Laptop Gaming HP Victus 16-s0077AX 8C5N6PA,25990000.0,27890000.0,AMD R7,16.0,512.0,Windows 11,Gaming,16.1
Laptop Dell XPS 13 Plus 9340 XPSU5002W1,59990000.0,59990000.0,"Ultra 5 125H, RAM 16GB, SSD 2TB, Vga Intel Arc Graphics, Màn Hình 13.4inch FHD+, Windows 11, Office, Màu Bạc)",16.0,2048.0,Windows 11,Dell,13.4
Laptop HP Pavilion 15-eg3093TU,18490000.0,21290000.0,8C5L4PA),8.0,256.0,Windows 11,HP,15.0
Laptop Dell Vostro V3520-i5U165W11GRU,15690000.0,16990000.0,i5,16.0,512.0,Windows 11,Dell,15.6
Laptop Dell Vostro V3520,14590000.0,16190000.0,I5610,8.0,256.0,Windows 11,Dell,15.0
Laptop Gaming Predator Helios Neo 16 PHN16-72-71UM,50990000.0,51990000.0,i7,16.0,1024.0,Windows 11,Gaming,16.0
Laptop MSI Creator M16 HX C14VFG-040VN,45990000.0,45990000.0,i7,8.0,1024.0,Windows 11,MSI,16.0
Laptop MSI Stealth 18 AI Studio A1VHG 025VN,94990000.0,94990000.0,Core Ultra 9,32.0,2048.0,Windows 11,MSI,18.0
Laptop Gaming MSI Titan 18HX A14VI 205VN,149990000.0,149990000.0,i9,16.0,4096.0,Windows 11,Gaming,18.0
Laptop Gaming MSI Stealth 16 AI Studio A1VGG-089VN,64990000.0,64990000.0,Core Ultra 9,8.0,2048.0,Windows 11,Gaming,16.0
Laptop MSI Creator 16 AI Studio A1VIG 078VN,109990000.0,109990000.0,Core Ultra 9,64.0,2048.0,Windows 11,MSI,16.0
Laptop MSI Creator 16 AI Studio A1VHG 079VN,89990000.0,89990000.0,Core Ultra 9,64.0,256.0,Windows 11,MSI,16.0
Laptop MSI Creator Z17 HX Studio A14VFT-272VN,71990000.0,71990000.0,i7,8.0,2048.0,Windows 11,MSI,17.0
Laptop MSI Creator Z17 HX Studio A14VFT-273VN,68990000.0,68990000.0,i7,8.0,2048.0,Windows 11,MSI,17.0
Laptop Lenovo V14 G4 IRU 83A0008WVN,13390000.0,14990000.0,i5,16.0,512.0,Windows 11,Lenovo,14.0
Laptop ASUS ZenBook Duo OLED UX8406MA-PZ307W,49990000.0,49990000.0,Core Ultra 7,16.0,512.0,Windows 11,ASUS,14.0
Laptop ASUS ZenBook Duo OLED UX8406MA-PZ142W,59990000.0,59990000.0,Core Ultra 9,32.0,1024.0,Windows 11,ASUS,14.0
Laptop MSI Gaming GF63 Thin 12UC-1006VN,19990000.0,19990000.0,I5,16.0,256.0,Windows 11,MSI,15.6
Laptop Dell Inspiron 5630 i7P165W11SL2050,28990000.0,33990000.0,i7,16.0,1024.0,Windows 11,Dell,16.0
Laptop MSI Katana 15 B13VFK 676VN,30490000.0,37990000.0,i7,16.0,1024.0,Windows 11,MSI,15.6
Laptop MSI Prestige 13 AI Evo A1MG-062VN,33990000.0,33990000.0,Ultra 7,32.0,256.0,Windows 11,MSI,13.3
Laptop MSI Katana 15 B13VEK-252VN,26990000.0,26990000.0,i7,8.0,512.0,Windows 11,MSI,15.6
Laptop Gaming MSI Cyborg 15 AI A1VE-053VN,30990000.0,30990000.0,"Ultra 7 155H, RTX 4050 6GB, Ram 16GB DDR5, SSD 512GB, Màn Hình 15.6 Inch IPS 144Hz FHD, Windows 11 Bản Quyền)",6.0,512.0,Windows 11,Gaming,15.6
Laptop MSI Cyborg 15 A12UCX-281VN,17990000.0,21990000.0,i5,16.0,512.0,Windows 11,MSI,15.6
Laptop Gaming MSI Cyborg 15 A12VE-240VN,24490000.0,27490000.0,i7,6.0,512.0,Windows 11,Gaming,15.6
Laptop MSI Cyborg 15 A12VF-412VN,23990000.0,24990000.0,i5,16.0,256.0,Windows 11,MSI,15.6
Laptop MSI Gaming GF63 12UC 887VN,18990000.0,18990000.0,i7,4.0,512.0,Windows 11,MSI,15.6
Laptop MSI Thin GF63 12UCX-841VN,16990000.0,17990000.0,i5,16.0,512.0,Windows 11,MSI,15.0
Laptop Gaming Acer Nitro V ANV15-51-55CA,25990000.0,27990000.0,i5,16.0,512.0,Windows 11,Gaming,15.6
Laptop Acer Gaming Nitro V ANV15-51-75GS,29990000.0,29990000.0,i7,16.0,512.0,Windows 11,Acer,15.6
Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA0020VN,25990000.0,27990000.0,"Ultra 7 155H, Ram 32GB LPDDR5X, SSD 1TB, Màn Hình 14 inch OLED WUXGA, VGA Arc Graphics, Windows 11)",32.0,1024.0,Windows 11,Lenovo,14.0
Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA001NVN,20490000.0,21990000.0,"Ultra 5 125H, Ram 16GB LPDDR5X, SSD 512GB, Màn Hình 14 Inch OLED WUXGA, VGA Arc Graphics, Windows 11)",16.0,512.0,Windows 11,Lenovo,14.0
Laptop Dell Inspiron 3530 71035574,20490000.0,22990000.0,i7,16.0,512.0,Windows 11,Dell,15.6
Laptop Asus TUF Gaming F15 FX507VV4-LP382W,33490000.0,33490000.0,i9,16.0,512.0,Windows 11,Asus,15.6
Laptop Gaming Acer Nitro 16 Phoenix AN16-41-R3SM,39990000.0,39990000.0,Ryzen 7,16.0,512.0,Windows 11,Gaming,16.0
Laptop Dell Gaming G15 5530 i7H165W11GR4050,37990000.0,40990000.0,i7,16.0,512.0,Windows 11,Dell,15.6
Laptop Dell Gaming G15 5525 R7H165W11GR3060,25190000.0,27490000.0,Ryzen 7,16.0,512.0,Windows 11,Dell,15.6
Laptop Gaming MSI Vector GP68HX 13VH-252VN,27229887.21804511,27229887.21804511,i9,16.0,1024.0,Windows 11,Gaming,16.0
Laptop Lenovo V14 G4 IRU 83A0000HVN,10990000.0,11990000.0,I3,8.0,256.0,Windows 11,Lenovo,14.0
Laptop Lenovo ThinkPad E16 G1 21JN00FKVA,20990000.0,20990000.0,i5,16.0,512.0,Windows 11,Lenovo,16.0
Laptop Gaming Lenovo LOQ 15IAX9 83GS000RVN,24990000.0,25990000.0,i5,16.0,512.0,Windows 11,Gaming,15.6
Laptop Lenovo Yoga Slim 6 14IRH8,23490000.0,24990000.0,83E00008VN),8.0,256.0,Windows 11,Lenovo,15.0
Laptop Gaming ASUS ROG FLOW X13 GV302XU-MU223W,27229887.21804511,27229887.21804511,Ryzen 9,16.0,1024.0,Windows 11,Gaming,13.4
Laptop HP Pavilion Aero 13-BE2098AU,19790000.0,19790000.0,8C5K5PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Pavilion 15-EG2081TU,16990000.0,20990000.0,7C0Q4PA),8.0,256.0,Windows 11,HP,15.0
Laptop Gaming Acer Predator Helios Neo 16 PHN16 72 94KC,56990000.0,56990000.0,I9,16.0,1024.0,Windows 11,Gaming,16.0
Laptop Gaming Acer Predator Helios Neo 16 PHN16 72 71UM,51990000.0,51990000.0,I7,16.0,1024.0,Windows 11,Gaming,16.0
Laptop Gaming Acer Predator Helios 18 PH18-72-908N,104990000.0,104990000.0,i9,32.0,4096.0,Windows 11,Gaming,18.0
Laptop Gaming Acer Predator Helios 16 PH16-72-95ZM,78990000.0,78990000.0,i9,32.0,2048.0,Windows 11,Gaming,16.0
Laptop Lenovo Gaming LOQ 15IAX9,18990000.0,21990000.0,83GS001SVN),8.0,256.0,Windows 11,Lenovo,15.0
Laptop Lenovo V15 83A1000RVN,13990000.0,13990000.0,i5,8.0,512.0,Windows 11,Lenovo,15.6
Laptop Asus Vivobook 14 X1404ZA-NK386W,10190000.0,11990000.0,i3,8.0,512.0,Windows 11,Asus,14.0
Laptop Dell Vostro 3530 80GG92,27229887.21804511,27229887.21804511,i3,8.0,256.0,Windows 11,Dell,15.6
Laptop Asus Vivobook Go 14 E1404FA-NK177W,12990000.0,14490000.0,Ryzen 5,16.0,512.0,Windows 11,Asus,14.0
Laptop HP Probook 450 G9 6M0Y4PA,13990000.0,14590000.0,i3,8.0,256.0,Windows 11,HP,15.6
Laptop HP Pavilion 15-eg2086TU,12490000.0,15290000.0,7C0Q8PA),8.0,256.0,Windows 11,HP,15.0
Laptop Dell Inspiron 15 3530 N3530-i3U085W11BLU,12290000.0,12290000.0,i3,8.0,512.0,Windows 11,Dell,15.6
Laptop Dell Inspiron 15 3520 i5U085W11BLU,14990000.0,16490000.0,i5,8.0,512.0,Windows 11,Dell,15.6
Laptop Asus Vivobook S 14 Flip TP3402VA,11990000.0,16990000.0,LZ025W),8.0,256.0,Windows 11,Asus,15.0
Laptop Dell Inspiron 3520 N5I5011W1,27229887.21804511,27229887.21804511,I5,16.0,512.0,Windows 11,Dell,15.6
Laptop HP Pavilion X360 14-ek1046TU 80R24PA,16390000.0,17290000.0,i3,8.0,256.0,Windows 11,HP,14.0
Laptop Acer Aspire 5 A515-58M-56YX,15990000.0,17490000.0,I5,16.0,512.0,Windows 11,Acer,15.6
Laptop ACER Aspire 3 A315-59-51X8,12990000.0,17990000.0,i5,8.0,512.0,Windows 11,ACER,15.6
Laptop Asus Vivobook 14 OLED M1405YA-KM047W,14990000.0,17990000.0,Ryzen 5,8.0,512.0,Windows 11,Asus,14.0
Laptop Lenovo Ideapad 3 14ABA7,14490000.0,17990000.0,82RM003UVN),8.0,256.0,Windows 11,Lenovo,15.0
Laptop Asus Vivobook 15X M3504YA-L1332W,16990000.0,18490000.0,Ryzen 7,16.0,512.0,Windows 11,Asus,15.6
Laptop Gaming MSI Bravo 15 B7ED-010VN,17490000.0,18490000.0,Ryzen 5,4.0,512.0,Windows 11,Gaming,15.6
Laptop Asus Vivobook X1404ZA-NK389W,16990000.0,18990000.0,I7,16.0,512.0,Windows 11,Asus,14.0
Laptop Acer Aspire 5 A514-56P-742F,18490000.0,18490000.0,i7,16.0,512.0,Windows 11,Acer,14.0
Laptop Asus VivoBook S 14 Flip TN3402YA-LZ192W,16190000.0,18990000.0,AMD R5,16.0,512.0,Windows 11,Asus,14.0
Laptop Asus Vivobook A1505ZA-L1245W,14990000.0,18990000.0,i5,8.0,256.0,Windows 11,Asus,15.6
Laptop HP 15 FD0235TU 9Q970PA,17090000.0,18990000.0,i5,16.0,512.0,Windows 11,HP,15.6
Laptop HP 15S-FQ5147TU,17190000.0,18990000.0,7C133PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Pavilion 15-eg2082TU,15990000.0,19290000.0,7C0Q5PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP 15-fd0079TU,17490000.0,19590000.0,8D732PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Pavilion 14-DV2075TU,16090000.0,19690000.0,7C0W2PA),8.0,256.0,Windows 11,HP,15.0
Laptop Lenovo Ideapad Slim 5 14IRL8,17990000.0,19990000.0,82XD002VVN),8.0,256.0,Windows 11,Lenovo,15.0
Laptop Gaming HP VICTUS 15-FA1139TX 8Y6W3PA,18990000.0,22990000.0,I5,16.0,512.0,Windows 11,Gaming,15.6
Laptop HP Pavilion X360 14-ek1048TU 80R26PA,20590000.0,22990000.0,i5,8.0,512.0,Windows 11,HP,14.0
Laptop HP Pavilion 15 EG3033TX,19490000.0,22290000.0,8U6L6PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP 14S EP0110TU 8C5K9PA,18990000.0,21990000.0,I7,16.0,512.0,Windows 11,HP,14.0
Laptop HP ProBook 440 G10,20490000.0,21890000.0,98H8U6PT),8.0,256.0,Windows 11,HP,15.0
Laptop Gaming Acer Aspire 7 A715-76G-59MW,17990000.0,21490000.0,i5,8.0,512.0,Windows 11,Gaming,15.6
Laptop LENOVO Thinhkpad E14 G5,18990000.0,21390000.0,21JK0069VA),8.0,256.0,Windows 11,LENOVO,15.0
Laptop HP Pavilion 15-EG3111TU,18490000.0,21290000.0,8U6L8PA),8.0,256.0,Windows 11,HP,15.0
Laptop Gaming Lenovo LOQ 15IAX9 83GS000FVN,19490000.0,20990000.0,i5,8.0,512.0,Windows 11,Gaming,15.6
Laptop HP Pavilion 14-DV2073TU,17490000.0,17490000.0,7C0P2PA),8.0,256.0,Windows 11,HP,15.0
Laptop Dell Vostro 3430 71011900,15990000.0,20990000.0,i5,8.0,512.0,Windows 11,Dell,14.0
Laptop ASUS Vivobook 14X OLED S3405VA-KM072W,18990000.0,20990000.0,i5,16.0,512.0,Windows 11,ASUS,14.0
Laptop Asus Vivobook 14 OLED A1405VA-KM095W,17190000.0,17190000.0,i5,16.0,512.0,Windows 11,Asus,14.0
Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BSVN,17490000.0,19990000.0,I5,16.0,512.0,Windows 11,Lenovo,14.0
Laptop Gaming Acer Aspire 7 A715-76G-5806,19790000.0,22990000.0,i5,16.0,256.0,Windows 11,Gaming,15.6
Laptop LENOVO ThinkPad E16 G1,19990000.0,22990000.0,21JN006PVN),8.0,256.0,Windows 11,LENOVO,15.0
Laptop Acer Swift 3 SF314-512-56QN,18490000.0,23990000.0,i5,16.0,512.0,Windows 11,Acer,14.0
Laptop HP Pavilion 15-eg3092TU,20990000.0,20990000.0,8C5L3PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Pavilion X360 14-ek1049TU 80R27PA,21990000.0,24290000.0,i5,16.0,512.0,Windows 11,HP,14.0
Laptop Dell Inspiron 14 5430 N4I5497W1,27229887.21804511,27229887.21804511,i5,16.0,512.0,Windows 11,Dell,14.0
Laptop Acer Swift Go SFG14-71-513F,23490000.0,24590000.0,i5,16.0,512.0,Windows 11,Acer,14.0
Laptop Asus Vivobook 15 OLED A1505VA-L1201W,21590000.0,24990000.0,i9,16.0,512.0,Windows 11,Asus,15.6
Laptop HP Pavilion 15-eg2088TU,20990000.0,24990000.0,7C0R0PA),8.0,256.0,Windows 11,HP,15.0
Laptop Lenovo ThinkPad E16 G1 21JN006AVA,23290000.0,24990000.0,i7,16.0,512.0,Windows 11,Lenovo,16.0
Laptop HP Pavilion 14-DV2071TU,20290000.0,25190000.0,7C0W0PA),8.0,256.0,Windows 11,HP,15.0
Laptop Dell Inspiron 14 T7430 N7430I58W1,21790000.0,21790000.0,i5,8.0,512.0,Windows 11,Dell,14.0
Laptop Asus VivoBook Pro K3405ZF-KM184W,20990000.0,25990000.0,I5,16.0,512.0,Windows 11,Asus,14.0
Laptop Asus TUF Gaming F15 FX507ZC4-HN074W,19490000.0,25990000.0,i5,8.0,512.0,Windows 11,Asus,15.6
Laptop ASUS Vivobook 14X OLED S3405VA-KM071W,22490000.0,26990000.0,i9,16.0,512.0,Windows 11,ASUS,14.0
Laptop Dell Inspiron 3530,22490000.0,26990000.0,I716,8.0,256.0,Windows 11,Dell,15.0
Laptop HP Pavilion x360 14-EK1047TU 80R25PA,23990000.0,27590000.0,i7,16.0,512.0,Windows 11,HP,14.0
Laptop HP ENVY 13-BF0112TU,24190000.0,28990000.0,7C0N9PA),8.0,256.0,Windows 11,HP,15.0
Laptop Acer Gaming Nitro 5 Tiger AN515-58-52SP,20990000.0,20990000.0,i5,8.0,512.0,Windows 11,Acer,15.6
Laptop ASUS TUF Gaming F15 FX507ZC4-HN099W,20990000.0,26990000.0,i7,8.0,512.0,Windows 11,ASUS,15.0
Laptop Dell Inspiron 14 5430 20DY31,27229887.21804511,27229887.21804511,i7,16.0,1024.0,Windows 11,Dell,14.0
Laptop Acer Swift Go SFG14-71-74CP,27990000.0,28690000.0,i7,16.0,256.0,Windows 11,Acer,14.0
Laptop HP ENVY X360 13-BF0113TU,21990000.0,21990000.0,7C0V8PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP ENVY X360 13-BF0114TU,21990000.0,28790000.0,7C0P0PA),8.0,256.0,Windows 11,HP,15.0
Laptop Asus Zenbook 14 OLED UX3405MA-PP151W,27490000.0,29990000.0,Core Ultra 5,16.0,512.0,Windows 11,Asus,14.0
Laptop Gaming ASUS TUF A15 FA507NU-LP034W,22990000.0,31490000.0,Ryzen 7,8.0,512.0,Windows 11,Gaming,15.6
Laptop Asus Zenbook 14 OLED UX3402VA-KM068W,26490000.0,31990000.0,i7,16.0,512.0,Windows 11,Asus,14.0
Laptop DELL VOSTRO 16 5630,27790000.0,27790000.0,THT7N),8.0,256.0,Windows 11,DELL,15.0
Laptop Dell Inspiron 5630,27990000.0,32990000.0,i7,8.0,256.0,Windows 11,Dell,15.0
Laptop HP ENVY X360 13-BF0090TU,27090000.0,32990000.0,76B13PA),8.0,256.0,Windows 11,HP,15.0
Laptop Gaming ASUS TUF A15 FA507NV-LP061W,28490000.0,34990000.0,Ryzen 7,16.0,1024.0,Windows 11,Gaming,15.6
Laptop Gaming Acer Nitro 17 Phoenix AN17-51-50B9,29990000.0,35490000.0,i5,8.0,512.0,Windows 11,Gaming,17.3
Laptop Asus TUF Gaming A15 FA507NV-LP046W,25990000.0,25990000.0,Ryzen 7,8.0,512.0,Windows 11,Asus,15.6
Laptop Gaming ASUS TUF F15 FX507VU-LP198W,27490000.0,33490000.0,I7,8.0,512.0,Windows 11,Gaming,15.6
Laptop Asus ROG Strix SCAR 18 G834JY-N6039W,103990000.0,125000000.0,I9,64.0,2048.0,Windows 11,Asus,18.0
Laptop Lenovo V15 G3 ABA,9490000.0,11990000.0,82TV008HVN),1024.0,256.0,Windows 11,Lenovo,15.0
Laptop HP ProBook 450 G10,19990000.0,22590000.0,873J6PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Probook 450 G8,15490000.0,18990000.0,614K2PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Victus Gaming 15-fa0115TX,19990000.0,25990000.0,7C0X1PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Victus 15-fa0155TX,20290000.0,20290000.0,81P00PA),8.0,256.0,Windows 11,HP,15.0
Laptop Gaming HP VICTUS 16-e1107AX 7C140PA,17990000.0,19990000.0,Ryzen 5,4.0,512.0,Windows 11,Gaming,16.1
Laptop HP Pavilion 15-eg3091TU,21990000.0,21990000.0,8C5L2PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Pavilion 15-eg2089TU,18990000.0,18990000.0,7C0R1PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP ProBook 440 G10,20490000.0,21890000.0,873A9PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP Victus Gaming 16-e1104AX,27990000.0,27990000.0,7C0S9PA),8.0,256.0,Windows 11,HP,15.0
Laptop HP VICTUS 16-e1105AX,20990000.0,27990000.0,7C0T0PA),1024.0,256.0,Windows 11,HP,15.0
Laptop HP Victus Gaming 16-e1102AX,29990000.0,29990000.0,7C139PA),8.0,256.0,Windows 11,HP,15.0
Laptop Gaming HP VICTUS 16-e1106AX 7C0T1PA,18990000.0,26490000.0,Ryzen 5,1024.0,512.0,Windows 11,Gaming,16.1
Laptop MSI Modern 15 B7M-231VN,27229887.21804511,27229887.21804511,Ryzen 5,16.0,512.0,Windows 11,MSI,15.6
Laptop Gaming MSI Stealth 15 A13VF-069VN,27229887.21804511,27229887.21804511,i7,8.0,1024.0,Windows 11,Gaming,15.6
Laptop LG Gram 2023 16Z90R-E.AH75A5,37990000.0,37990000.0,i7,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram 2023 17Z90R-G.AH78A5,50990000.0,50990000.0,i7,16.0,1024.0,Windows 11,LG,17.0
Laptop LG Gram 2023 17ZD90R-G.AX73A5,42990000.0,42990000.0,i7,16.0,256.0,Windows 11,LG,17.0
Laptop LG Gram 2023 16Z90R-G.AH76A5,46990000.0,46990000.0,i7,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram 2022 16ZD90Q-G.AX55A5,39990000.0,39990000.0,i5,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram 2022 16ZD90Q-G.AX53A5,37990000.0,37990000.0,i5,8.0,256.0,Windows 11,LG,16.0
Laptop LG Gram 2022 17ZD90Q-G.AX51A5,39990000.0,39990000.0,i5,16.0,256.0,Windows 11,LG,17.0
Laptop LG Gram 2022 16Z90Q-G.AH76A5,46990000.0,46990000.0,i7,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram 2022 17Z90Q-G.AH76A5,48990000.0,48990000.0,i7,16.0,512.0,Windows 11,LG,17.0
Laptop LG Gram 2022 16ZD90Q-G.AX51A5,36990000.0,36990000.0,i5,8.0,256.0,Windows 11,LG,16.0
Laptop LG Gram 2022 14ZD90Q-G.AX32A5,23290000.0,23290000.0,i3,8.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14Z90Q-G.AJ53A5,31290000.0,31290000.0,i5,8.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14Z90Q-G.AH75A5,37790000.0,37790000.0,i7,16.0,512.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14ZD90Q-G.AX31A5,27229887.21804511,27229887.21804511,i3,8.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14Z90Q-G.AJ32A5,27229887.21804511,27229887.21804511,i3,8.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14ZD90Q-G.AX51A5,27229887.21804511,27229887.21804511,i5,8.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14ZD90Q-G.AX52A5,27229887.21804511,27229887.21804511,i5,8.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2022 14ZD90Q-G.AX56A5,27229887.21804511,27229887.21804511,i5,16.0,512.0,Windows 11,LG,14.0
Laptop LG Gram 2022 16ZD90Q-G.AX72A5,40990000.0,40990000.0,i7,16.0,256.0,Windows 11,LG,16.0
Laptop LG Gram 2022 17ZD90Q-G.AX52A5,40990000.0,40990000.0,i5,256.0,256.0,Windows 11,LG,17.0
Laptop LG Gram 2022 16Z90Q-G.AH52A5,41990000.0,41990000.0,i5,16.0,256.0,Windows 11,LG,16.0
Laptop LG Gram 2022 16Z90Q-G.AH54A5,42990000.0,42990000.0,i5,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram 2022 17ZD90Q-G.AX73A5,42990000.0,42990000.0,i7,16.0,256.0,Windows 11,LG,17.0
Laptop LG Gram 2022 17Z90Q-G.AH74A5,47990000.0,47990000.0,I7,16.0,512.0,Windows 11,LG,15.0
Laptop LG Gram 2022 17Z90Q-G.AH78A5,50990000.0,50990000.0,i7,16.0,1024.0,Windows 11,LG,17.0
Laptop LG Gram 2022 16Z90Q-G.AH78A5,48990000.0,48990000.0,i7,16.0,1024.0,Windows 11,LG,16.0
Laptop LG Gram Style 2023 16Z90RS-G.AH54A5,35990000.0,43990000.0,i5,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram Style 2023 14Z90RS-G.AH54A5,35290000.0,35290000.0,i5,16.0,512.0,Windows 11,LG,14.0
Laptop LG Gram 2IN1 2023 14T90R-G.AH55A5,37990000.0,37990000.0,i5,16.0,512.0,Windows 11,LG,14.0
Laptop LG Gram 2023 14Z90R-G.AH53A5,32490000.0,32490000.0,i5,16.0,256.0,Windows 11,LG,14.0
Laptop LG Gram 2023 16ZD90R-G.AX55A5,39990000.0,42990000.0,i5,16.0,512.0,Windows 11,LG,16.0
Laptop LG Gram UltraSlim 2023 15Z90RT-G.AH55A5,33990000.0,42990000.0,i5,16.0,512.0,Windows 11,LG,15.6
Laptop LG Gram 2023 14Z90R-G.AH75A5,36990000.0,38990000.0,i7,16.0,512.0,Windows 11,LG,14.0
Laptop LG Gram 2023 14ZD90R-G.AX52A5,20990000.0,25990000.0,i5,8.0,256.0,Windows 11,LG,14.0
Laptop Asus Vivobook X1504ZA-NJ582W,10190000.0,10990000.0,I3,8.0,512.0,Windows 11,Asus,15.6
Laptop Acer Aspire 7 A715-42G-R05G,14990000.0,20490000.0,NH.QAYSV.007),8.0,256.0,Windows 11,Acer,15.0
Laptop Gaming Acer Nitro 5 Tiger AN515-58-5935,23990000.0,26990000.0,i5,8.0,512.0,Windows 11,Gaming,15.6
Laptop Asus Zenbook 14 OLED UX3402VA-KM203W,27229887.21804511,27229887.21804511,I5,16.0,512.0,Windows 11,Asus,14.0
Laptop Asus Vivobook 15X OLED S3504VA-L1227WS,21990000.0,25990000.0,i7,16.0,512.0,Windows 11,Asus,15.6
Laptop Asus Vivobook 15 X1504VA-NJ070W,15490000.0,18490000.0,I5,16.0,512.0,Windows 11,Asus,15.6
Laptop Asus Zenbook 14 OLED UM3402YA-KM405W,20990000.0,24990000.0,Ryzen 5,16.0,512.0,Windows 11,Asus,14.0
Laptop Acer Aspire 5 A515-58P-35EU,10790000.0,12290000.0,i3,8.0,256.0,Windows 11,Acer,15.0
Laptop Acer Aspire 3 A315-59-381E,9990000.0,11990000.0,i3,8.0,512.0,Windows 11,Acer,15.6
Laptop Asus TUF Gaming A16 Advantage Edition FA617NS-N3486W,22490000.0,32990000.0,Ryzen 7,8.0,512.0,Windows 11,Asus,16.0
Laptop Acer Aspire 3 A315-510P-34XZ,8990000.0,10990000.0,I3,8.0,512.0,Windows 11,Acer,15.6
Laptop mỏng nhẹ LENOVO Thinkbook 14S G2 ITL,15990000.0,18990000.0,20VA003NVN),8.0,256.0,Windows 11,mỏng,15.0
Laptop Lenovo V14 G3 IAP,11990000.0,15790000.0,82TS0062VN),1024.0,256.0,Windows 11,Lenovo,15.0
Laptop Asus Zenbook 14 OLED UX3405MA-PP152W,32490000.0,34990000.0,Core Ultra 7,32.0,1024.0,Windows 11,Asus,14.0
Laptop Lenovo ThinkPad E15 G4,18990000.0,22690000.0,21E600CFVA),8.0,256.0,Windows 11,Lenovo,15.0
Laptop Lenovo ThinkPad E14 Gen 5,18990000.0,18990000.0,21JK006QVA),8.0,256.0,Windows 11,Lenovo,15.0
Laptop LENOVO IdeaPad SLIM 5 PRO 16ARH7,25490000.0,29490000.0,82SN003KVN),8.0,256.0,Windows 11,LENOVO,15.0
Laptop cao cấp Lenovo ThinkBook 16 G4+ IAP,24990000.0,31990000.0,21CY003JVN),8.0,256.0,Windows 11,cao,15.0
Laptop LENOVO ThinkPad E16 G1,20490000.0,23490000.0,21JN0065VA),8.0,256.0,Windows 11,LENOVO,15.0
